Entity,Code,Day,Delta
Hong Kong,HKG,2020-08-03,0
Hong Kong,HKG,2020-08-17,0
Hong Kong,HKG,2020-08-31,0
Hong Kong,HKG,2020-09-14,0
Hong Kong,HKG,2020-09-28,0
Hong Kong,HKG,2020-10-12,0
Hong Kong,HKG,2020-10-26,0
Hong Kong,HKG,2020-11-09,0
Hong Kong,HKG,2020-11-23,0
Hong Kong,HKG,2020-12-07,0
Hong Kong,HKG,2020-12-21,0
Hong Kong,HKG,2021-01-04,0
Hong Kong,HKG,2021-01-11,0
Hong Kong,HKG,2021-01-25,0
Hong Kong,HKG,2021-02-08,0
Hong Kong,HKG,2021-02-22,0
Hong Kong,HKG,2021-03-08,0
Hong Kong,HKG,2021-03-22,0
Hong Kong,HKG,2021-04-05,0
Hong Kong,HKG,2021-04-19,0
Hong Kong,HKG,2021-05-03,11.76
Hong Kong,HKG,2021-05-17,27.78
Hong Kong,HKG,2021-05-31,14.29
Hong Kong,HKG,2021-06-14,48.28
Hong Kong,HKG,2021-06-28,100
Hungary,HUN,2020-05-11,0
Hungary,HUN,2020-05-25,0
Hungary,HUN,2020-06-08,0
Hungary,HUN,2020-06-22,0
Hungary,HUN,2020-07-06,0
Hungary,HUN,2020-07-20,0
Hungary,HUN,2020-08-31,0
Hungary,HUN,2020-09-14,0
Hungary,HUN,2020-10-12,0
Hungary,HUN,2020-10-26,0
Hungary,HUN,2020-11-09,0
Hungary,HUN,2020-12-21,0
Hungary,HUN,2021-01-11,0
Hungary,HUN,2021-01-25,0
Hungary,HUN,2021-02-08,0
Hungary,HUN,2021-02-22,0
Hungary,HUN,2021-03-08,0
Iceland,ISL,2020-08-03,0
Iceland,ISL,2020-08-17,0
Iceland,ISL,2020-08-31,0
Iceland,ISL,2020-09-14,0
Iceland,ISL,2020-09-28,0
Iceland,ISL,2020-10-12,0
Iceland,ISL,2020-10-26,0
Iceland,ISL,2020-11-09,0
Iceland,ISL,2020-11-23,0
Iceland,ISL,2020-12-07,0
Iceland,ISL,2020-12-21,0
Iceland,ISL,2021-01-04,0
Iceland,ISL,2021-01-11,0
India,IND,2020-05-11,0
India,IND,2020-05-25,0
India,IND,2020-06-08,0
India,IND,2020-06-22,0
India,IND,2020-07-06,0
India,IND,2020-07-20,0
India,IND,2020-08-03,0
India,IND,2020-08-17,0
India,IND,2020-08-31,0
India,IND,2020-09-14,0.26
India,IND,2020-09-28,0
India,IND,2020-10-12,0
India,IND,2020-10-26,0
India,IND,2020-11-09,0
India,IND,2020-11-23,2.14
India,IND,2020-12-07,0.62
India,IND,2020-12-21,0.31
India,IND,2021-01-04,0.49
India,IND,2021-01-11,0.47
India,IND,2021-01-25,0
India,IND,2021-02-08,2.46
India,IND,2021-02-22,0.86
India,IND,2021-03-08,3.01
India,IND,2021-03-22,6.69
India,IND,2021-04-05,19.74
India,IND,2021-04-19,51.96
India,IND,2021-05-03,70.31
India,IND,2021-05-17,89.6
India,IND,2021-05-31,91.05
India,IND,2021-06-14,91.27
India,IND,2021-06-28,81.08
Indonesia,IDN,2020-05-11,0
Indonesia,IDN,2020-05-25,0
Indonesia,IDN,2020-06-08,0
Indonesia,IDN,2020-06-22,0
Indonesia,IDN,2020-07-06,0
Indonesia,IDN,2020-07-20,0
Indonesia,IDN,2020-08-03,0
Indonesia,IDN,2020-08-17,0
Indonesia,IDN,2020-08-31,0
Indonesia,IDN,2020-09-14,0
Indonesia,IDN,2020-09-28,0
Indonesia,IDN,2020-10-12,0
Indonesia,IDN,2020-10-26,0
Indonesia,IDN,2020-11-09,0
Indonesia,IDN,2020-11-23,0
Indonesia,IDN,2020-12-07,0
Indonesia,IDN,2020-12-21,0
Indonesia,IDN,2021-01-04,0
Indonesia,IDN,2021-01-11,1.14
Indonesia,IDN,2021-01-25,0.72
Indonesia,IDN,2021-02-08,0
Indonesia,IDN,2021-02-22,0
Indonesia,IDN,2021-03-08,0
Indonesia,IDN,2021-03-22,1.72
Indonesia,IDN,2021-04-05,2.13
Indonesia,IDN,2021-04-19,3.57
Indonesia,IDN,2021-05-03,25.76
Indonesia,IDN,2021-05-17,12.68
Indonesia,IDN,2021-05-31,54.24
Indonesia,IDN,2021-06-14,85.8
Indonesia,IDN,2021-06-28,97.65
Indonesia,IDN,2021-07-12,91.67
Ireland,IRL,2020-05-11,0
Ireland,IRL,2020-05-25,0
Ireland,IRL,2020-06-08,0
Ireland,IRL,2020-06-22,0
Ireland,IRL,2020-07-06,0
Ireland,IRL,2020-07-20,0
Ireland,IRL,2020-08-03,0
Ireland,IRL,2020-08-17,0
Ireland,IRL,2020-08-31,0
Ireland,IRL,2020-09-14,0
Ireland,IRL,2020-09-28,0
Ireland,IRL,2020-10-12,0
Ireland,IRL,2020-10-26,0
Ireland,IRL,2020-11-09,0
Ireland,IRL,2020-11-23,0
Ireland,IRL,2020-12-07,0
Ireland,IRL,2020-12-21,0
Ireland,IRL,2021-01-04,0
Ireland,IRL,2021-01-11,0
Ireland,IRL,2021-01-25,0
Ireland,IRL,2021-02-08,0
Ireland,IRL,2021-02-22,0
Ireland,IRL,2021-03-08,0
Ireland,IRL,2021-03-22,0
Ireland,IRL,2021-04-05,0
Ireland,IRL,2021-04-19,0.79
Ireland,IRL,2021-05-03,3.27
Ireland,IRL,2021-05-17,3.42
Ireland,IRL,2021-05-31,3.01
Ireland,IRL,2021-06-14,9.46
Ireland,IRL,2021-06-28,27.24
Israel,ISR,2020-05-11,0
Israel,ISR,2020-05-25,0
Israel,ISR,2020-06-08,0
Israel,ISR,2020-06-22,0
Israel,ISR,2020-07-06,0
Israel,ISR,2020-07-20,0
Israel,ISR,2020-08-03,0
Israel,ISR,2020-08-17,0
Israel,ISR,2020-08-31,0
Israel,ISR,2020-09-14,0
Israel,ISR,2020-09-28,0
Israel,ISR,2020-10-26,0
Israel,ISR,2020-11-23,0
Israel,ISR,2020-12-07,0
Israel,ISR,2020-12-21,0
Israel,ISR,2021-01-04,0
Israel,ISR,2021-01-11,0
Israel,ISR,2021-01-25,0
Israel,ISR,2021-02-08,0
Israel,ISR,2021-02-22,0
Israel,ISR,2021-03-08,0
Israel,ISR,2021-03-22,0
Israel,ISR,2021-04-05,0
Israel,ISR,2021-04-19,5.82
Israel,ISR,2021-05-03,5.34
Israel,ISR,2021-05-17,10.05
Israel,ISR,2021-05-31,9.33
Israel,ISR,2021-06-14,57.45
Israel,ISR,2021-06-28,98.76
Italy,ITA,2020-05-11,0
Italy,ITA,2020-05-25,0
Italy,ITA,2020-06-08,0
Italy,ITA,2020-06-22,0
Italy,ITA,2020-07-06,0
Italy,ITA,2020-07-20,0
Italy,ITA,2020-08-03,0
Italy,ITA,2020-08-17,0
Italy,ITA,2020-08-31,0
Italy,ITA,2020-09-14,0
Italy,ITA,2020-09-28,0
Italy,ITA,2020-10-12,0
Italy,ITA,2020-10-26,0
Italy,ITA,2020-11-09,0
Italy,ITA,2020-11-23,0
Italy,ITA,2020-12-07,0
Italy,ITA,2020-12-21,0
Italy,ITA,2021-01-04,0
Italy,ITA,2021-01-11,0
Italy,ITA,2021-01-25,0
Italy,ITA,2021-02-08,0
Italy,ITA,2021-02-22,0
Italy,ITA,2021-03-08,0
Italy,ITA,2021-03-22,0
Italy,ITA,2021-04-05,0.03
Italy,ITA,2021-04-19,0.12
Italy,ITA,2021-05-03,1.67
Italy,ITA,2021-05-17,5.09
Italy,ITA,2021-05-31,5.52
Italy,ITA,2021-06-14,15.92
Italy,ITA,2021-06-28,32.39
Italy,ITA,2021-07-12,51.35
Japan,JPN,2020-05-11,0
Japan,JPN,2020-05-25,0
Japan,JPN,2020-06-08,0
Japan,JPN,2020-06-22,0
Japan,JPN,2020-07-06,0
Japan,JPN,2020-07-20,0
Japan,JPN,2020-08-03,0
Japan,JPN,2020-08-17,0
Japan,JPN,2020-08-31,0
Japan,JPN,2020-09-14,0
Japan,JPN,2020-09-28,0
Japan,JPN,2020-10-12,0
Japan,JPN,2020-10-26,0
Japan,JPN,2020-11-09,0
Japan,JPN,2020-11-23,0
Japan,JPN,2020-12-07,0
Japan,JPN,2020-12-21,0
Japan,JPN,2021-01-04,0
Japan,JPN,2021-01-11,0
Japan,JPN,2021-01-25,0
Japan,JPN,2021-02-08,0
Japan,JPN,2021-02-22,0
Japan,JPN,2021-03-08,0
Japan,JPN,2021-03-22,0
Japan,JPN,2021-04-05,0.08
Japan,JPN,2021-04-19,0.36
Japan,JPN,2021-05-03,0.81
Japan,JPN,2021-05-17,1.95
Japan,JPN,2021-05-31,2.93
Japan,JPN,2021-06-14,7.44
Japan,JPN,2021-06-28,47.27
Japan,JPN,2021-07-12,70
Jordan,JOR,2020-06-08,0
Jordan,JOR,2020-06-22,0
Jordan,JOR,2020-07-06,0
Jordan,JOR,2020-08-17,0
Jordan,JOR,2020-08-31,0
Jordan,JOR,2020-09-14,0
Jordan,JOR,2020-09-28,0
Jordan,JOR,2020-10-12,0
Jordan,JOR,2020-10-26,0
Jordan,JOR,2020-11-09,0
Jordan,JOR,2020-12-21,0
Jordan,JOR,2021-01-04,0
Jordan,JOR,2021-01-11,0
Jordan,JOR,2021-01-25,0
Jordan,JOR,2021-02-08,0
Jordan,JOR,2021-02-22,0
Jordan,JOR,2021-03-08,0
Jordan,JOR,2021-03-22,0
Jordan,JOR,2021-04-05,0
Jordan,JOR,2021-04-19,0
Jordan,JOR,2021-05-03,14.29
Jordan,JOR,2021-05-17,0
Jordan,JOR,2021-05-31,0
Kazakhstan,KAZ,2020-05-11,0
Kazakhstan,KAZ,2020-05-25,0
Kazakhstan,KAZ,2020-11-23,0
Kazakhstan,KAZ,2020-12-07,0
Kazakhstan,KAZ,2020-12-21,0
Kazakhstan,KAZ,2021-01-04,0
Kazakhstan,KAZ,2021-01-11,0
Kazakhstan,KAZ,2021-01-25,0
Kazakhstan,KAZ,2021-03-08,0
Kazakhstan,KAZ,2021-03-22,0
Kazakhstan,KAZ,2021-04-05,0
Kazakhstan,KAZ,2021-04-19,0
Kazakhstan,KAZ,2021-05-03,0
Kenya,KEN,2020-05-11,0
Kenya,KEN,2020-05-25,0
Kenya,KEN,2020-06-08,0
Kenya,KEN,2020-06-22,0
Kenya,KEN,2020-07-06,0
Kenya,KEN,2020-07-20,0
Kenya,KEN,2020-08-03,0
Kenya,KEN,2020-08-17,0
Kenya,KEN,2020-08-31,0
Kenya,KEN,2020-09-14,0
Kenya,KEN,2020-09-28,0
Kenya,KEN,2020-10-12,0
Kenya,KEN,2020-10-26,0
Kenya,KEN,2020-11-09,0
Kenya,KEN,2020-11-23,0
Kenya,KEN,2020-12-07,0
Kenya,KEN,2020-12-21,0
Kenya,KEN,2021-01-04,0
Kenya,KEN,2021-01-11,0
Kenya,KEN,2021-01-25,0
Kenya,KEN,2021-02-08,0
Kenya,KEN,2021-02-22,0
Kenya,KEN,2021-03-08,0
Kenya,KEN,2021-03-22,0
Kenya,KEN,2021-04-05,0
Kenya,KEN,2021-04-19,3.06
Kenya,KEN,2021-05-03,9.47
Kenya,KEN,2021-05-17,13.75
Kenya,KEN,2021-05-31,25
Kenya,KEN,2021-06-14,37.5
Latvia,LVA,2020-05-11,0
Latvia,LVA,2020-06-08,0
Latvia,LVA,2020-06-22,0
Latvia,LVA,2020-07-06,0
Latvia,LVA,2020-07-20,0
Latvia,LVA,2020-08-03,0
Latvia,LVA,2020-08-17,0
Latvia,LVA,2020-08-31,0
Latvia,LVA,2020-09-14,0
Latvia,LVA,2020-09-28,0
Latvia,LVA,2020-10-12,0
Latvia,LVA,2020-10-26,0
Latvia,LVA,2020-11-09,0
Latvia,LVA,2020-11-23,0
Latvia,LVA,2020-12-21,0
Latvia,LVA,2021-01-04,0
Latvia,LVA,2021-01-11,0
Latvia,LVA,2021-01-25,0
Latvia,LVA,2021-02-08,0
Latvia,LVA,2021-02-22,0
Latvia,LVA,2021-03-08,0
Latvia,LVA,2021-03-22,0
Latvia,LVA,2021-04-05,0
Latvia,LVA,2021-04-19,0
Latvia,LVA,2021-05-03,0
Latvia,LVA,2021-05-17,1
Latvia,LVA,2021-05-31,3.78
Lithuania,LTU,2020-05-25,0
Lithuania,LTU,2020-06-08,0
Lithuania,LTU,2020-08-03,0
Lithuania,LTU,2020-08-17,0
Lithuania,LTU,2020-08-31,0
Lithuania,LTU,2020-09-14,0
Lithuania,LTU,2020-09-28,0
Lithuania,LTU,2020-10-12,0
Lithuania,LTU,2020-10-26,0
Lithuania,LTU,2020-11-09,0
Lithuania,LTU,2020-11-23,0
Lithuania,LTU,2020-12-07,0
Lithuania,LTU,2020-12-21,0
Lithuania,LTU,2021-01-04,0
Lithuania,LTU,2021-01-11,0
Lithuania,LTU,2021-01-25,0
Lithuania,LTU,2021-02-08,0
Lithuania,LTU,2021-02-22,0
Lithuania,LTU,2021-03-08,0
Lithuania,LTU,2021-03-22,0
Lithuania,LTU,2021-04-05,0
Lithuania,LTU,2021-04-19,0
Lithuania,LTU,2021-05-03,0
Lithuania,LTU,2021-05-17,0
Lithuania,LTU,2021-05-31,0.13
Lithuania,LTU,2021-06-14,1.22
Luxembourg,LUX,2020-05-11,0
Luxembourg,LUX,2020-05-25,0
Luxembourg,LUX,2020-06-22,0
Luxembourg,LUX,2020-07-06,0
Luxembourg,LUX,2020-07-20,0
Luxembourg,LUX,2020-08-03,0
Luxembourg,LUX,2020-08-17,0
Luxembourg,LUX,2020-08-31,0
Luxembourg,LUX,2020-09-14,0
Luxembourg,LUX,2020-09-28,0
Luxembourg,LUX,2020-10-12,0
Luxembourg,LUX,2020-10-26,0
Luxembourg,LUX,2020-11-09,0
Luxembourg,LUX,2020-11-23,0
Luxembourg,LUX,2020-12-07,0
Luxembourg,LUX,2020-12-21,0
Luxembourg,LUX,2021-01-04,0
Luxembourg,LUX,2021-01-11,0
Luxembourg,LUX,2021-01-25,0
Luxembourg,LUX,2021-02-08,0
Luxembourg,LUX,2021-02-22,0
Luxembourg,LUX,2021-03-08,0
Luxembourg,LUX,2021-03-22,0
Luxembourg,LUX,2021-04-05,0
Luxembourg,LUX,2021-04-19,0.22
Luxembourg,LUX,2021-05-03,0.11
Luxembourg,LUX,2021-05-17,3.58
Luxembourg,LUX,2021-05-31,11.42
Malawi,MWI,2020-12-07,0
Malawi,MWI,2021-01-04,0
Malawi,MWI,2021-01-11,0
Malawi,MWI,2021-01-25,0
Malawi,MWI,2021-02-08,0
Malawi,MWI,2021-02-22,0
Malawi,MWI,2021-03-08,0
Malawi,MWI,2021-03-22,0
Malawi,MWI,2021-04-19,0
Malawi,MWI,2021-05-03,46.67
Malaysia,MYS,2020-05-11,0
Malaysia,MYS,2020-05-25,0
Malaysia,MYS,2020-06-08,0
Malaysia,MYS,2020-06-22,0
Malaysia,MYS,2020-07-20,0
Malaysia,MYS,2020-08-03,0
Malaysia,MYS,2020-08-17,0
Malaysia,MYS,2020-08-31,0
Malaysia,MYS,2020-09-14,0
Malaysia,MYS,2020-10-12,0
Malaysia,MYS,2020-10-26,0
Malaysia,MYS,2020-11-09,0
Malaysia,MYS,2020-11-23,0
Malaysia,MYS,2020-12-07,0
Malaysia,MYS,2020-12-21,0
Malaysia,MYS,2021-01-04,0
Malaysia,MYS,2021-01-11,0
Malaysia,MYS,2021-01-25,0
Malaysia,MYS,2021-02-08,0
Malaysia,MYS,2021-02-22,0
Malaysia,MYS,2021-03-08,0
Malaysia,MYS,2021-03-22,0
Malaysia,MYS,2021-04-05,0
Malaysia,MYS,2021-04-19,0
Malaysia,MYS,2021-05-03,4.69
Malaysia,MYS,2021-05-17,7.37
Malaysia,MYS,2021-05-31,18
Malaysia,MYS,2021-06-14,55.56
Malta,MLT,2020-08-17,0
Malta,MLT,2020-08-31,0
Malta,MLT,2020-09-14,0
Malta,MLT,2021-04-05,0
Malta,MLT,2021-04-19,0
Malta,MLT,2021-05-03,0
Malta,MLT,2021-05-17,0
Malta,MLT,2021-05-31,7.14
Malta,MLT,2021-06-14,0
Malta,MLT,2021-06-28,33.33
Mexico,MEX,2020-05-11,0
Mexico,MEX,2020-05-25,0
Mexico,MEX,2020-06-08,0
Mexico,MEX,2020-06-22,0
Mexico,MEX,2020-07-06,0
Mexico,MEX,2020-07-20,0
Mexico,MEX,2020-08-03,0
Mexico,MEX,2020-08-17,0
Mexico,MEX,2020-08-31,0
Mexico,MEX,2020-09-14,0
Mexico,MEX,2020-09-28,0
Mexico,MEX,2020-10-12,0
Mexico,MEX,2020-10-26,0
Mexico,MEX,2020-11-09,0
Mexico,MEX,2020-11-23,0
Mexico,MEX,2020-12-07,0
Mexico,MEX,2020-12-21,0
Mexico,MEX,2021-01-04,0
Mexico,MEX,2021-01-11,0
Mexico,MEX,2021-01-25,0
Mexico,MEX,2021-02-08,0
Mexico,MEX,2021-02-22,0
Mexico,MEX,2021-03-08,0
Mexico,MEX,2021-03-22,0
Mexico,MEX,2021-04-05,0
Mexico,MEX,2021-04-19,0
Mexico,MEX,2021-05-03,0.08
Mexico,MEX,2021-05-17,1.93
Mexico,MEX,2021-05-31,3.7
Mexico,MEX,2021-06-14,8.98
Mexico,MEX,2021-06-28,58.7
Morocco,MAR,2020-05-11,0
Morocco,MAR,2020-05-25,0
Morocco,MAR,2020-06-08,0
Morocco,MAR,2020-07-06,0
Morocco,MAR,2020-08-17,0
Morocco,MAR,2020-09-28,0
Morocco,MAR,2020-12-21,0
Morocco,MAR,2021-01-04,0
Morocco,MAR,2021-01-11,0
Morocco,MAR,2021-01-25,0
Morocco,MAR,2021-02-08,0
Morocco,MAR,2021-03-08,0
Morocco,MAR,2021-03-22,0
Morocco,MAR,2021-04-05,0
Morocco,MAR,2021-04-19,0
Morocco,MAR,2021-05-03,25
Mozambique,MOZ,2020-07-20,0
Mozambique,MOZ,2020-08-17,0
Mozambique,MOZ,2020-08-31,0
Mozambique,MOZ,2020-09-14,0
Mozambique,MOZ,2020-09-28,0
Mozambique,MOZ,2020-10-12,0
Mozambique,MOZ,2020-10-26,0
Mozambique,MOZ,2020-11-09,0
Mozambique,MOZ,2020-11-23,0
Mozambique,MOZ,2020-12-07,0
Mozambique,MOZ,2020-12-21,0
Mozambique,MOZ,2021-01-04,0
Mozambique,MOZ,2021-01-11,0
Mozambique,MOZ,2021-01-25,0
Mozambique,MOZ,2021-02-08,0
Mozambique,MOZ,2021-02-22,0
Mozambique,MOZ,2021-03-08,0
Mozambique,MOZ,2021-03-22,0
Nepal,NPL,2020-08-03,0
Nepal,NPL,2020-08-17,0
Nepal,NPL,2020-08-31,0
Nepal,NPL,2020-10-12,0
Nepal,NPL,2020-11-23,0
Nepal,NPL,2020-12-07,0
Nepal,NPL,2021-04-19,100
Nepal,NPL,2021-05-03,87.5
Nepal,NPL,2021-05-17,92.86
Nepal,NPL,2021-05-31,100
Nepal,NPL,2021-06-14,96.97
Netherlands,NLD,2020-05-11,0
Netherlands,NLD,2020-05-25,0
Netherlands,NLD,2020-06-08,0
Netherlands,NLD,2020-06-22,0
Netherlands,NLD,2020-07-06,0
Netherlands,NLD,2020-07-20,0
Netherlands,NLD,2020-08-03,0
Netherlands,NLD,2020-08-17,0
Netherlands,NLD,2020-08-31,0
Netherlands,NLD,2020-09-14,0
Netherlands,NLD,2020-09-28,0
Netherlands,NLD,2020-10-12,0
Netherlands,NLD,2020-10-26,0
Netherlands,NLD,2020-11-09,0
Netherlands,NLD,2020-11-23,0
Netherlands,NLD,2020-12-07,0
Netherlands,NLD,2020-12-21,0
Netherlands,NLD,2021-01-04,0
Netherlands,NLD,2021-01-11,0
Netherlands,NLD,2021-01-25,0
Netherlands,NLD,2021-02-08,0
Netherlands,NLD,2021-02-22,0
Netherlands,NLD,2021-03-08,0.03
Netherlands,NLD,2021-03-22,0
Netherlands,NLD,2021-04-05,0
Netherlands,NLD,2021-04-19,0.11
Netherlands,NLD,2021-05-03,0.86
Netherlands,NLD,2021-05-17,0.87
Netherlands,NLD,2021-05-31,2.54
Netherlands,NLD,2021-06-14,9.31
Netherlands,NLD,2021-06-28,23.74
New Zealand,NZL,2020-05-11,0
New Zealand,NZL,2020-05-25,0
New Zealand,NZL,2020-06-22,0
New Zealand,NZL,2020-07-06,0
New Zealand,NZL,2020-07-20,0
New Zealand,NZL,2020-08-03,0
New Zealand,NZL,2020-08-17,0
New Zealand,NZL,2020-08-31,0
New Zealand,NZL,2020-09-14,0
New Zealand,NZL,2020-09-28,0
New Zealand,NZL,2020-10-12,0
New Zealand,NZL,2020-10-26,0
New Zealand,NZL,2020-11-09,0
New Zealand,NZL,2020-11-23,0
New Zealand,NZL,2020-12-07,0
New Zealand,NZL,2020-12-21,0
New Zealand,NZL,2021-01-04,0
New Zealand,NZL,2021-01-11,0
New Zealand,NZL,2021-01-25,0
New Zealand,NZL,2021-02-08,0
New Zealand,NZL,2021-02-22,0
New Zealand,NZL,2021-03-08,0
New Zealand,NZL,2021-03-22,0
New Zealand,NZL,2021-04-05,10.34
New Zealand,NZL,2021-04-19,23.08
New Zealand,NZL,2021-05-03,0
New Zealand,NZL,2021-05-17,28.57
New Zealand,NZL,2021-05-31,50
New Zealand,NZL,2021-06-14,64.29
New Zealand,NZL,2021-06-28,70
Nigeria,NGA,2020-05-11,0
Nigeria,NGA,2020-05-25,0
Nigeria,NGA,2020-06-08,0
Nigeria,NGA,2020-06-22,0
Nigeria,NGA,2020-07-06,0
Nigeria,NGA,2020-07-20,0
Nigeria,NGA,2020-08-03,0
Nigeria,NGA,2020-08-17,0
Nigeria,NGA,2020-08-31,0
Nigeria,NGA,2020-09-14,0
Nigeria,NGA,2020-10-12,0
Nigeria,NGA,2020-10-26,0
Nigeria,NGA,2020-11-09,0
Nigeria,NGA,2020-11-23,0
Nigeria,NGA,2020-12-07,0
Nigeria,NGA,2020-12-21,0
Nigeria,NGA,2021-01-04,0
Nigeria,NGA,2021-01-11,0
Nigeria,NGA,2021-01-25,0
Nigeria,NGA,2021-02-08,0
Nigeria,NGA,2021-02-22,0
Nigeria,NGA,2021-03-08,0
Nigeria,NGA,2021-03-22,3.45
Nigeria,NGA,2021-04-05,0
Nigeria,NGA,2021-04-19,0
Nigeria,NGA,2021-05-03,0
Nigeria,NGA,2021-05-31,0
Nigeria,NGA,2021-06-28,0
North Macedonia,MKD,2020-05-25,0
North Macedonia,MKD,2020-06-08,0
North Macedonia,MKD,2020-06-22,0
North Macedonia,MKD,2020-07-06,0
North Macedonia,MKD,2020-07-20,0
North Macedonia,MKD,2020-08-03,0
North Macedonia,MKD,2020-08-17,0
North Macedonia,MKD,2020-08-31,0
North Macedonia,MKD,2020-09-14,0
North Macedonia,MKD,2020-10-12,0
North Macedonia,MKD,2020-10-26,0
North Macedonia,MKD,2020-11-09,0
North Macedonia,MKD,2020-11-23,0
North Macedonia,MKD,2020-12-07,0
North Macedonia,MKD,2020-12-21,0
North Macedonia,MKD,2021-01-04,0
North Macedonia,MKD,2021-01-11,0
North Macedonia,MKD,2021-01-25,0
North Macedonia,MKD,2021-02-08,0
North Macedonia,MKD,2021-02-22,0
North Macedonia,MKD,2021-03-08,0
North Macedonia,MKD,2021-03-22,0
North Macedonia,MKD,2021-04-05,0
North Macedonia,MKD,2021-04-19,0
North Macedonia,MKD,2021-05-03,0
North Macedonia,MKD,2021-05-17,0
North Macedonia,MKD,2021-05-31,0
North Macedonia,MKD,2021-07-12,100
Norway,NOR,2020-05-11,0
Norway,NOR,2020-05-25,0
Norway,NOR,2020-06-08,0
Norway,NOR,2020-06-22,0
Norway,NOR,2020-07-06,0
Norway,NOR,2020-07-20,0
Norway,NOR,2020-08-03,0
Norway,NOR,2020-08-17,0
Norway,NOR,2020-08-31,0
Norway,NOR,2020-09-14,0
Norway,NOR,2020-09-28,0
Norway,NOR,2020-10-12,0
Norway,NOR,2020-10-26,0
Norway,NOR,2020-11-09,0
Norway,NOR,2020-11-23,0
Norway,NOR,2020-12-07,0
Norway,NOR,2020-12-21,0
Norway,NOR,2021-01-04,0
Norway,NOR,2021-01-11,0
Norway,NOR,2021-01-25,0
Norway,NOR,2021-02-08,0
Norway,NOR,2021-02-22,0
Norway,NOR,2021-03-08,0
Norway,NOR,2021-03-22,0
Norway,NOR,2021-04-05,0
Norway,NOR,2021-04-19,0.09
Norway,NOR,2021-05-03,0.59
Norway,NOR,2021-05-17,4.04
Norway,NOR,2021-05-31,6.69
Norway,NOR,2021-06-14,7.89
Norway,NOR,2021-06-28,30.17
Pakistan,PAK,2020-05-11,0
Pakistan,PAK,2020-05-25,0
Pakistan,PAK,2020-06-08,0
Pakistan,PAK,2020-06-22,0
Pakistan,PAK,2020-07-06,0
Pakistan,PAK,2020-07-20,0
Pakistan,PAK,2020-08-17,0
Pakistan,PAK,2020-09-14,0
Pakistan,PAK,2020-10-12,0
Pakistan,PAK,2020-10-26,0
Pakistan,PAK,2020-11-09,0
Pakistan,PAK,2020-11-23,0
Pakistan,PAK,2020-12-07,0
Pakistan,PAK,2020-12-21,0
Pakistan,PAK,2021-01-04,0
Pakistan,PAK,2021-01-11,0
Pakistan,PAK,2021-01-25,0
Pakistan,PAK,2021-02-08,0
Pakistan,PAK,2021-02-22,0
Pakistan,PAK,2021-03-08,0
Pakistan,PAK,2021-03-22,0
Pakistan,PAK,2021-04-05,0
Pakistan,PAK,2021-04-19,0
Pakistan,PAK,2021-05-03,0
Pakistan,PAK,2021-05-17,5.88
Pakistan,PAK,2021-05-31,26.92
Pakistan,PAK,2021-06-14,78.95
Peru,PER,2020-05-11,0
Peru,PER,2020-05-25,0
Peru,PER,2020-06-08,0
Peru,PER,2020-06-22,0
Peru,PER,2020-07-06,0
Peru,PER,2020-07-20,0
Peru,PER,2020-08-03,0
Peru,PER,2020-08-17,0
Peru,PER,2020-08-31,0
Peru,PER,2020-09-14,0
Peru,PER,2020-09-28,0
Peru,PER,2020-10-12,0
Peru,PER,2020-10-26,0
Peru,PER,2020-11-09,0
Peru,PER,2020-11-23,0
Peru,PER,2020-12-07,0
